Balticum TV
13:40 Humoro serialas "Didieji Vuikai" (2/14) (Ukraina, 2020 m.) (N-7).
14:10 Vyriausioji Lietuvos komisija. Metų apžvalga. Diskusijų laida.
15:20 Romantinė muzikinė drama "Meile tikiu" (JAV, 2020 m.) (N-7).
17:30 Detektyvinis serialas "Dronas" (43) (Ukraina, 2025 m.) (N-7).
18:30 Humoro serialas "Didieji Vuikai" (2/15) (Ukraina, 2020 m.) (N-7).
19:00 Detektyvinis serialas "Tyrėjų porelė" (11) (Ukraina, 2024 m.) (N-7).
20:00 Draminis serialas "Meilės šauksmas" (1) (Ukraina, 2024 m.) (N-7).
21:00 Detektyvinis serialas "Tėvas" (10) (Ukraina, 2024 m.) (N-14).
22:00 Komiškas serialas "Naujametinė magija" (4) (Ukraina, 2024 m.) (N-14).
23:00 Kriminalinis veiksmo trileris "Jokių liudininkų" (JAV, 2021 m.) (S).

2026-01-04 - Sekmadienis
01:00 Programos pabaiga.
08:00 Detektyvinis serialas "Tyrėjų porelė" (11) (Ukraina, 2024 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.02/2).
09:30 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/7).
10:00 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/10) (N-7).
10:30 Gimę po laiminga žvaigžde. Pokalbių laida (16).
11:00 Istorija gyvai. Rekonstrukcijos. Nepriklausomybės kovos. Pažintinė istorinė laida (5).
11:30 Detektyvinis serialas "Dronas" (43) (Ukraina, 2025 m.) (N-7).
12:30 Animacinė nuotykių komedija "Asteriksas ir stebuklingojo gėrimo paslaptis" (Prancūzija, 2018 m.).
14:10 Romantinė komedija "Kalėdos prie Amalo ežero" (Kanada, 2022 m.).
15:45 Laikykitės ten svečias SLAVKA. Intelektualios satyros šou (N-7).
16:55 Romantinė drama "Svarbiausia - Kalėdos" (Kanada, 2020 m.).
18:30 Humoro serialas "Didieji Vuikai" (2/16) (Ukraina, 2020 m.) (N-7).
19:00 Draminis serialas „Šeimos konsultantė“ (1) (Ukraina, 2024 m.) (N-7).
20:00 Draminis serialas "Meilės šauksmas" (2) (Ukraina, 2024 m.) (N-7).
21:00 VIP seansas. "Dvasia šarvuose" (JAV, Indija, Honkongas, 2017 m.) (N-14).
23:00 Kriminalinis veiksmo trileris "Detektyvas Naitas. Atpirkimas" (JAV, 2022 m.) (N-14).

2026-01-05 - Pirmadienis
00:50 Komiškas serialas "Naujametinė magija" (4) (Ukraina, 2024 m.) (N-14).
01:50 Programos pabaiga.
08:00 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/7).
08:30 Vyrų šešėlyje. Dokumentinė apybraiža (2/3).
09:00 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/10) (N-7).
09:30 Gimę po laiminga žvaigžde. Pokalbių laida (16).
10:00 100 metų propagandos. Dokumentinė laida (2/5).
10:30 Ofiso dramos. Pažintinė laida su Paulina Botyriūte (2/25).
11:00 Detektyvinis serialas "Dronas" (43) (Ukraina, 2025 m.) (N-7).
12:00 Draminis serialas „Šeimos konsultantė“ (1) (Ukraina, 2024 m.) (N-7).
13:00 Romantinė komedija "Meilės grožis" (JAV, 2021 m.).
14:35 Romantinė drama "Kalėdos Glenbruke" (Kanada, 2020 m.).
16:15 Draminis serialas "Meilės šauksmas" (1) (Ukraina, 2024 m.) (N-7).
17:15 Draminis serialas "Meilės šauksmas" (2) (Ukraina, 2024 m.) (N-7).
18:15 Laikykitės ten svečias Gediminas Kvietkauskas. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.05/1).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/1) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (1/21) (Ukraina, 2019 m.) (N-14).
22:00 Kino akademija. "Koletė" (D.Britanija, JAV, Vengrija, 2018 m.) (N-14).

2026-01-06 - Antradienis
00:05 Detektyvinis serialas "Kapitonas Šerifas" (2/1) (Prancūzija, 2015 m.) (N-7).
01:05 Kriminalinis serialas "Kraujo broliai" (1/21) (Ukraina, 2019 m.) (N-14).
02:05 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/1) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.05/1).
09:30 Humoro serialas "Didieji Vuikai" (2/15) (Ukraina, 2020 m.) (N-7).
10:00 Humoro serialas "Didieji Vuikai" (2/16) (Ukraina, 2020 m.) (N-7).
10:30 Romantinė komedija "Gamink su meile" (JAV, Kanada, 2018 m.).
12:05 Vyrų šešėlyje. Dokumentinė apybraiža (2/3).
12:35 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/10) (N-7).
13:05 Draminis serialas "Meilės šauksmas" (1) (Ukraina, 2024 m.) (N-7).
14:05 Draminis serialas "Meilės šauksmas" (2) (Ukraina, 2024 m.) (N-7).
15:05 Detektyvinis serialas "Tyrėjų porelė" (11) (Ukraina, 2024 m.) (N-7).
16:05 Vyriausioji Lietuvos komisija. Metų apžvalga. Diskusijų laida.
17:15 100 metų propagandos. Dokumentinė laida (2/5).
17:45 Detektyvinis serialas "Dronas" (43) (Ukraina, 2025 m.) (N-7).
18:45 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.06/1).
19:15 Tiek žinių. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.06/2).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/2) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (1/22) (Ukraina, 2019 m.) (N-14).
22:00 Tiek žinių. Intelektualios satyros šou (N-7).
22:15 Laikykitės ten svečias Gediminas Kvietkauskas. Intelektualios satyros šou (N-7).
23:30 Detektyvinis serialas "Kapitonas Šerifas" (2/2) (Prancūzija, 2015 m.) (N-7).

2026-01-07 - Trečiadienis
00:30 Kriminalinis serialas "Kraujo broliai" (1/22) (Ukraina, 2019 m.) (N-14).
01:30 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/2) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.06/1).
09:30 Detektyvinis serialas "Tyrėjų porelė" (11) (Ukraina, 2024 m.) (N-7).
10:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.06/2).
11:00 Tiek žinių. Intelektualios satyros šou (N-7).
11:15 Laikykitės ten svečias Gediminas Kvietkauskas. Intelektualios satyros šou (N-7).
12:30 Humoro serialas "Didieji Vuikai" (2/15) (Ukraina, 2020 m.) (N-7).
13:00 Humoro serialas "Didieji Vuikai" (2/16) (Ukraina, 2020 m.) (N-7).
13:30 Tiek žinių. Intelektualios satyros šou (N-7).
13:45 Romantinė komedija "Meilės užuomina" (Kanada, 2020 m.).
15:30 Romantinė komedija "Mano gimtadienio romanas" (Kanada, 2020 m.).
17:15 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/10) (N-7).
17:45 Draminis serialas „Šeimos konsultantė“ (1) (Ukraina, 2024 m.) (N-7).
18:45 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.07/1).
19:15 Tiek žinių. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.07/2).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/3) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (1/23) (Ukraina, 2019 m.) (N-14).
22:00 Tiek žinių. Intelektualios satyros šou (N-7).
22:15 Detektyvinis serialas "Tėvas" (10) (Ukraina, 2024 m.) (N-14).
23:15 Detektyvinis serialas "Kapitonas Šerifas" (2/3) (Prancūzija, 2015 m.) (N-7).

2026-01-08 - Ketvirtadienis
00:15 Kriminalinis serialas "Kraujo broliai" (1/23) (Ukraina, 2019 m.) (N-14).
01:15 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/3) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.07/1).
09:30 Detektyvinis serialas "Dronas" (43) (Ukraina, 2025 m.) (N-7).
10:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.07/2).
11:00 Tiek žinių. Intelektualios satyros šou (N-7).
11:15 Istorija gyvai. Rekonstrukcijos. Nepriklausomybės kovos. Pažintinė istorinė laida (5).
11:45 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/7).
12:15 100 metų propagandos. Dokumentinė laida (2/5).
12:45 Gimę po laiminga žvaigžde. Pokalbių laida (16).
13:15 Tiek žinių. Intelektualios satyros šou (N-7).
13:30 Romantinė komedija "10 tiesų apie meilę" (Kanada, JAV, 2022 m.).
15:10 Romantinė drama "Svarbiausia - Kalėdos" (Kanada, 2020 m.).
16:45 Ofiso dramos. Pažintinė laida su Paulina Botyriūte (2/25).
17:15 Vyrų šešėlyje. Dokumentinė apybraiža (2/3).
17:45 Detektyvinis serialas "Tyrėjų porelė" (11) (Ukraina, 2024 m.) (N-7).
18:45 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.08/1).
19:15 Tiek žinių. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.08/2).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/4) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (1/24) (Ukraina, 2019 m.) (N-14).
22:00 Tiek žinių. Intelektualios satyros šou (N-7).
22:15 Komiškas serialas "Naujametinė magija" (4) (Ukraina, 2024 m.) (N-14).
23:15 Detektyvinis serialas "Kapitonas Šerifas" (2/4) (Prancūzija, 2015 m.) (N-7).

2026-01-09 - Penktadienis
00:15 Kriminalinis serialas "Kraujo broliai" (1/24) (Ukraina, 2019 m.) (N-14).
01:15 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/4) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.08/1).
09:30 Draminis serialas „Šeimos konsultantė“ (1) (Ukraina, 2024 m.) (N-7).
10:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.08/2).
11:00 Tiek žinių. Intelektualios satyros šou (N-7).
11:15 Draminis serialas "Meilės šauksmas" (1) (Ukraina, 2024 m.) (N-7).
12:15 Draminis serialas "Meilės šauksmas" (2) (Ukraina, 2024 m.) (N-7).
13:15 Tiek žinių. Intelektualios satyros šou (N-7).
13:30 Istorija gyvai. Rekonstrukcijos. Nepriklausomybės kovos. Pažintinė istorinė laida (5).
14:00 Romantinė komedija "Kalėdos prie Amalo ežero" (Kanada, 2022 m.).
15:35 Laikykitės ten svečias Gediminas Kvietkauskas. Intelektualios satyros šou (N-7).
16:45 Gimę po laiminga žvaigžde. Pokalbių laida (16).
17:15 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/7).
17:45 Humoro serialas "Didieji Vuikai" (2/15) (Ukraina, 2020 m.) (N-7).
18:15 Humoro serialas "Didieji Vuikai" (2/16) (Ukraina, 2020 m.) (N-7).
18:45 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.09/1).
19:15 Tiek žinių. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.09/2).
20:00 Detektyvinis serialas "Dronas" (44) (Ukraina, 2025 m.) (N-7).
21:00 Romantinė komedija "Meilė užkandžiams" (Kanada, 2022 m.).
22:40 Tiek žinių. Intelektualios satyros šou (N-7).
22:55 Biografinė politinė drama "Vieša paslaptis" (D.Britanija, JAV, 2019 m.) (N-14).

2026-01-10 - Šeštadienis
01:00 Programos pabaiga.
08:00 Draminis serialas „Šeimos konsultantė“ (1) (Ukraina, 2024 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.09/1).
09:30 100 metų propagandos. Dokumentinė laida (2/6).
10:00 Vyrų šešėlyje. Dokumentinė apybraiža (2/4).
10:30 Ofiso dramos. Pažintinė laida su Paulina Botyriūte (2/26).
11:00 Humoro serialas "Didieji Vuikai" (2/15) (Ukraina, 2020 m.) (N-7).
11:30 Humoro serialas "Didieji Vuikai" (2/16) (Ukraina, 2020 m.) (N-7).
12:00 Detektyvinis serialas "Kapitonas Šerifas" (2/1) (Prancūzija, 2015 m.) (N-7).
13:00 Detektyvinis serialas "Kapitonas Šerifas" (2/2) (Prancūzija, 2015 m.) (N-7).
14:00 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/7).
14:30 Istorija gyvai. Rekonstrukcijos. Nepriklausomybės kovos. Pažintinė istorinė laida (5).
15:00 Nostra.lt RKL. Druskininkų „Akvilė“ - Gargždų „Gargždai-SC“. Tiesioginė transliacija (12).
17:00 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/10) (N-7).
17:30 Detektyvinis serialas "Dronas" (44) (Ukraina, 2025 m.) (N-7).
18:30 Humoro serialas "Seserys" (1) (Ukraina, 2024 m.) (N-7).
19:00 Detektyvinis serialas "Tyrėjų porelė" (12) (Ukraina, 2024 m.) (N-7).
20:00 Draminis serialas "Meilės šauksmas" (3) (Ukraina, 2024 m.) (N-7).
21:00 Detektyvinis serialas "Tėvas" (11) (Ukraina, 2024 m.) (N-14).
22:00 Fantastinis trileris "Aš – motina" (Australija, 2019 m.) (N-14).

2026-01-11 - Sekmadienis
00:05 Fantastinis veiksmo trileris "Nelaisvėje" (JAV, 2019 m.) (N-14).
02:05 Programos pabaiga.
08:00 Detektyvinis serialas "Tyrėjų porelė" (12) (Ukraina, 2024 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.09/2).
09:30 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/8).
10:00 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/11) (N-7).
10:30 Istorija gyvai. Rekonstrukcijos. Partizanai. Pažintinė istorinė laida (6).
11:00 Detektyvinis serialas "Dronas" (44) (Ukraina, 2025 m.) (N-7).
12:00 Detektyvinis serialas "Kapitonas Šerifas" (2/3) (Prancūzija, 2015 m.) (N-7).
13:00 Detektyvinis serialas "Kapitonas Šerifas" (2/4) (Prancūzija, 2015 m.) (N-7).
14:00 Romantinė komedija "Sugrąžinti Kalėdas" (Kanada, JAV, 2021 m.).
15:35 Laikykitės ten svečias Gediminas Kvietkauskas. Intelektualios satyros šou (N-7).
16:50 Romantinė komedija "Meilė ir, kur ją rasti" (Kanada, 2022 m.).
18:30 Humoro serialas "Seserys" (2) (Ukraina, 2024 m.) (N-7).
19:00 Draminis serialas „Šeimos konsultantė“ (2) (Ukraina, 2024 m.) (N-7).
20:00 Draminis serialas "Meilės šauksmas" (4) (Ukraina, 2024 m.) (N-7).
21:00 Draminis serialas "Po vienu stogu" (1) (Ukraina, 2024 m.) (N-14).
22:00 VIP seansas. "Vagių irštva" (JAV, 2018 m.) (N-14).

2026-01-12 - Pirmadienis
00:30 Kriminalinis veiksmo trileris "Detektyvas Naitas. Nepriklausomybė" (JAV, 2023 m.) (N-14).
02:15 Programos pabaiga.
08:00 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/8).
08:30 Vyrų šešėlyje. Dokumentinė apybraiža (2/4).
09:00 Istorija gyvai. Rekonstrukcijos. Partizanai. Pažintinė istorinė laida (6).
09:30 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/11) (N-7).
10:00 100 metų propagandos. Dokumentinė laida (2/6).
10:30 Ofiso dramos. Pažintinė laida su Paulina Botyriūte (2/26).
11:00 Detektyvinis serialas "Dronas" (44) (Ukraina, 2025 m.) (N-7).
12:00 Draminis serialas „Šeimos konsultantė“ (2) (Ukraina, 2024 m.) (N-7).
13:00 Melodrama "Mergaičių Kalėdos" (Kanada, 2018 m.).
14:40 Romantinė komedija "Atostogos su joga" (Kanada, 2019 m.).
16:15 Draminis serialas "Meilės šauksmas" (3) (Ukraina, 2024 m.) (N-7).
17:15 Draminis serialas "Meilės šauksmas" (4) (Ukraina, 2024 m.) (N-7).
18:15 Laikykitės ten svečias Rimvydas Valatka. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.12/1).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/5) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (2/1) (Ukraina, 2020 m.) (N-14).
22:00 Kino akademija. "Tamsūs vandenys" (JAV, 2019 m.) (N-14).

2026-01-13 - Antradienis
00:15 Detektyvinis serialas "Kapitonas Šerifas" (2/5) (Prancūzija, 2015 m.) (N-7).
01:15 Kriminalinis serialas "Kraujo broliai" (2/1) (Ukraina, 2020 m.) (N-14).
02:15 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/5) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.12/1).
09:30 Humoro serialas "Seserys" (1) (Ukraina, 2024 m.) (N-7).
10:00 Humoro serialas "Seserys" (2) (Ukraina, 2024 m.) (N-7).
10:30 Romantinė komedija "Meilė ir, kur ją rasti" (Kanada, 2022 m.).
12:10 Vyrų šešėlyje. Dokumentinė apybraiža (2/4).
12:40 Draminis serialas "Meilės šauksmas" (3) (Ukraina, 2024 m.) (N-7).
13:40 Draminis serialas "Meilės šauksmas" (4) (Ukraina, 2024 m.) (N-7).
14:40 Detektyvinis serialas "Tyrėjų porelė" (12) (Ukraina, 2024 m.) (N-7).
15:35 Romantinė komedija "Kalėdos Vašingtone" (Kanada, 2021 m.).
17:15 100 metų propagandos. Dokumentinė laida (2/6).
17:45 Detektyvinis serialas "Dronas" (44) (Ukraina, 2025 m.) (N-7).
18:45 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.13/1).
19:15 Tiek žinių. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.13/2).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/6) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (2/2) (Ukraina, 2020 m.) (N-14).
22:00 Tiek žinių. Intelektualios satyros šou (N-7).
22:15 Draminis serialas „Šeimos konsultantė“ (2) (Ukraina, 2024 m.) (N-7).
23:15 Detektyvinis serialas "Kapitonas Šerifas" (2/6) (Prancūzija, 2015 m.) (N-7).

2026-01-14 - Trečiadienis
00:15 Kriminalinis serialas "Kraujo broliai" (2/2) (Ukraina, 2020 m.) (N-14).
01:15 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/6) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.13/1).
09:30 Detektyvinis serialas "Tyrėjų porelė" (12) (Ukraina, 2024 m.) (N-7).
10:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.13/2).
11:00 Tiek žinių. Intelektualios satyros šou (N-7).
11:15 Laikykitės ten svečias Rimvydas Valatka. Intelektualios satyros šou (N-7).
12:30 Humoro serialas "Seserys" (1) (Ukraina, 2024 m.) (N-7).
13:00 Humoro serialas "Seserys" (2) (Ukraina, 2024 m.) (N-7).
13:30 Tiek žinių. Intelektualios satyros šou (N-7).
13:45 Romantinė drama "Kalėdų sniego gniūžtė" (Kanada, 2021 m.).
15:30 Romantinė komedija "Tik vasarai" (Kanada, 2020 m.).
17:15 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/11) (N-7).
17:45 Draminis serialas „Šeimos konsultantė“ (2) (Ukraina, 2024 m.) (N-7).
18:45 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.14/1).
19:15 Tiek žinių. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.14/2).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/7) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (2/3) (Ukraina, 2020 m.) (N-14).
22:00 Tiek žinių. Intelektualios satyros šou (N-7).
22:15 Detektyvinis serialas "Tėvas" (11) (Ukraina, 2024 m.) (N-14).
23:15 Detektyvinis serialas "Kapitonas Šerifas" (2/7) (Prancūzija, 2015 m.) (N-7).

2026-01-15 - Ketvirtadienis
00:15 Kriminalinis serialas "Kraujo broliai" (2/3) (Ukraina, 2020 m.) (N-14).
01:15 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/7) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.14/1).
09:30 Detektyvinis serialas "Dronas" (44) (Ukraina, 2025 m.) (N-7).
10:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.14/2).
11:00 Tiek žinių. Intelektualios satyros šou (N-7).
11:15 Istorija gyvai. Rekonstrukcijos. Partizanai. Pažintinė istorinė laida (6).
11:45 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/8).
12:15 100 metų propagandos. Dokumentinė laida (2/6).
12:45 Pabėgę nuo karo. Laida apie karą Ukrainoje (2/11) (N-7).
13:15 Tiek žinių. Intelektualios satyros šou (N-7).
13:30 Romantinė komedija "Žibėk visą kelią" (JAV, 2019 m.).
15:10 Romantinė komedija "Vestuvių žiedas" (Kanada, 2021 m.).
16:45 Ofiso dramos. Pažintinė laida su Paulina Botyriūte (2/26).
17:15 Vyrų šešėlyje. Dokumentinė apybraiža (2/4).
17:45 Detektyvinis serialas "Tyrėjų porelė" (12) (Ukraina, 2024 m.) (N-7).
18:45 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.15/1).
19:15 Tiek žinių. Intelektualios satyros šou (N-7).
19:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.15/2).
20:00 Detektyvinis serialas "Kapitonas Šerifas" (2/8) (Prancūzija, 2015 m.) (N-7).
21:00 Kriminalinis serialas "Kraujo broliai" (2/4) (Ukraina, 2020 m.) (N-14).
22:00 Tiek žinių. Intelektualios satyros šou (N-7).
22:15 Draminis serialas "Po vienu stogu" (1) (Ukraina, 2024 m.) (N-14).
23:15 Detektyvinis serialas "Kapitonas Šerifas" (2/8) (Prancūzija, 2015 m.) (N-7).

2026-01-16 - Penktadienis
00:15 Kriminalinis serialas "Kraujo broliai" (2/4) (Ukraina, 2020 m.) (N-14).
01:15 Programos pabaiga.
08:00 Detektyvinis serialas "Kapitonas Šerifas" (2/8) (Prancūzija, 2015 m.) (N-7).
09:00 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.15/1).
09:30 Draminis serialas „Šeimos konsultantė“ (2) (Ukraina, 2024 m.) (N-7).
10:30 Alfa taškas. Aktualijų laida su Aurelijumi Bezekavičiumi (01.15/2).
11:00 Tiek žinių. Intelektualios satyros šou (N-7).
11:15 Draminis serialas "Meilės šauksmas" (3) (Ukraina, 2024 m.) (N-7).
12:15 Draminis serialas "Meilės šauksmas" (4) (Ukraina, 2024 m.) (N-7).
13:15 Tiek žinių. Intelektualios satyros šou (N-7).
13:30 Romantinė drama "Kalėdų Senelio būrys" (Kanada, 2020 m.).
15:10 Istorija gyvai. Rekonstrukcijos. Partizanai. Pažintinė istorinė laida (6).
15:40 Romantinė komedija "Tobula vestuvių nuotrauka" (Kanada, 2021 m.).
17:15 Kaip padėti sau. Laida apie emocinę visuomenės sveikatą (2/8).
17:45 Humoro serialas "Seserys" (1) (Ukraina, 2024 m.) (N-7).
