-----
11:15 Galingieji reindžeriai. Dinozaurų super įkrova* H2:E9 - Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
11:40 Kosminiai bičiuliai* H1:E41 - "Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
11:55 Kosminiai bičiuliai* H1:E42 - "Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
12:10 Septyni nykštukai ir aš* H1:E6 - Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
12:35 Mano mažasis ponis: stebuklinga draugystė* H1:E20 - Sulaukusi perspėjimo dėl baisios pranašystės, Princesė Celestia išsiunčia pernelyg daug besimokančią Sutemų Kibirkštį į Ponių miestą prižiūrėti pasiruošimą Vasaros Saulės šventei ir "susirasti draugų".
12:55 Vaivorykšte Rube H2:E47 - Vaivorykštė Rubė – tai pasakojimas apie drąsią, išradingą mergaitę, kuri magiškai geba persikelt į Vaivorykštės kaimą. Vaivorykštės kaimas – mįslinga ir neįprasta vieta, kurioje gyvena Rubės žaislai, o jai kasdien tenka gelbėt kaimą atliekant vis naujus darbus!
13:10 Vaivorykšte Rube H2:E48 - Vaivorykštė Rubė – tai pasakojimas apie drąsią, išradingą mergaitę, kuri magiškai geba persikelt į Vaivorykštės kaimą. Vaivorykštės kaimas – mįslinga ir neįprasta vieta, kurioje gyvena Rubės žaislai, o jai kasdien tenka gelbėt kaimą atliekant vis naujus darbus!
13:25 Revas ir ratuotieji H1:E7
13:50 Septyni nykštukai ir aš H1:E7 - Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
14:15 Kosminiai bičiuliai H1:E43 - "Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
14:30 Kosminiai bičiuliai H1:E44 - "Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
14:40 Nykstantys H1:E7 - Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
15:05 LEGO Nindžago: Drakonų sukilimas H1:E15 - Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
15:30 Galingieji reindžeriai. Dinozaurų super įkrova H2:E10 - Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
15:55 Berniukas, mergaite ir draugai H1:E36 - Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
16:10 Berniukas, mergaite ir draugai H1:E37 - Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
16:20 Iššūkių sala H1:E9
16:45 Džesė H3:E10 - Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
17:10 Stovyklautojai H2:E3
17:35 Barbė. Magijos galia H1:E10
18:00 Polė Poket H4:E2 - Kai vienuolikmetė Polė Poket ir jos draugai išmoksta naudoti "sumažinimo galią", jie susiduria su dideliais iššūkiais ir patiria dar šaunesnių nuotykių!
18:15 Transformeriai. Kibervisata H2:E7
18:25 Transformeriai. Kibervisata H2:E8
18:40 LEGO Nindžago: Drakonų sukilimas* H1:E15 - Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
19:05 Galingieji reindžeriai. Dinozaurų super įkrova* H2:E10 - Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
19:30 Berniukas, mergaite ir draugai* H1:E36 - Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
19:45 Berniukas, mergaite ir draugai* H1:E37 - Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
19:55 Iššūkių sala* H1:E9
20:20 Džesė* H3:E10 - Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
20:45 Stovyklautojai* H2:E3
21:10 Barbė. Magijos galia* H1:E10
21:35 Nykstantys* H1:E7 - Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
22:00 Iššūkių sala* H1:E9
22:25 Kosminiai bičiuliai* H1:E43 - "Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
22:40 Kosminiai bičiuliai* H1:E44 - "Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
23:15 Polė Poket* H4:E2 - Kai vienuolikmetė Polė Poket ir jos draugai išmoksta naudoti "sumažinimo galią", jie susiduria su dideliais iššūkiais ir patiria dar šaunesnių nuotykių!
23:30 Kidz Megamix - Trokštamiausi, ieškomiausi, naujausi muzikiniai vaizdo klipai paaugliams gerbėjams.

2023-11-02 - Ketvirtadienis
06:10 Rainbow High H1:E13
06:15 Rainbow High H1:E14
06:25
L.O.L. Surprise! House of Surprises H1:E7
06:35
Mano mažasis ponis: stebuklinga draugystė H1:E21
Sulaukusi perspėjimo dėl baisios pranašystės, Princesė Celestia išsiunčia pernelyg daug besimokančią Sutemų Kibirkštį į Ponių miestą prižiūrėti pasiruošimą Vasaros Saulės šventei ir "susirasti draugų".
07:00
Transformeriai. Kibervisata* H2:E7
07:15
Transformeriai. Kibervisata* H2:E8
07:25
Berniukas, mergaite ir draugai* H1:E36
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
07:40
Berniukas, mergaite ir draugai* H1:E37
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
07:55
LEGO Nindžago: Drakonų sukilimas* H1:E15
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
08:20
Stovyklautojai* H2:E3
08:45
Džesė* H3:E10
Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
09:10
Barbė. Magijos galia* H1:E10
09:35
Rainbow High* H1:E12
09:42
Rainbow High* H1:E11
09:50
L.O.L. Surprise! House of Surprises* H1:E6
10:00
Septyni nykštukai ir aš* H1:E7
Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
10:25
LEGO Nindžago: Drakonų sukilimas* H1:E15
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
10:50
Nykstantys* H1:E7
Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
11:15
Galingieji reindžeriai. Dinozaurų super įkrova* H2:E10
Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
11:40
Kosminiai bičiuliai* H1:E43
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
11:55
Kosminiai bičiuliai* H1:E44
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
12:10
Septyni nykštukai ir aš* H1:E7
Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
12:35
Mano mažasis ponis: stebuklinga draugystė* H1:E21
Sulaukusi perspėjimo dėl baisios pranašystės, Princesė Celestia išsiunčia pernelyg daug besimokančią Sutemų Kibirkštį į Ponių miestą prižiūrėti pasiruošimą Vasaros Saulės šventei ir "susirasti draugų".
13:00
Vaivorykšte Rube H2:E49
Vaivorykštė Rubė – tai pasakojimas apie drąsią, išradingą mergaitę, kuri magiškai geba persikelt į Vaivorykštės kaimą. Vaivorykštės kaimas – mįslinga ir neįprasta vieta, kurioje gyvena Rubės žaislai, o jai kasdien tenka gelbėt kaimą atliekant vis naujus darbus!
13:15
Vaivorykšte Rube H2:E50
Vaivorykštė Rubė – tai pasakojimas apie drąsią, išradingą mergaitę, kuri magiškai geba persikelt į Vaivorykštės kaimą. Vaivorykštės kaimas – mįslinga ir neįprasta vieta, kurioje gyvena Rubės žaislai, o jai kasdien tenka gelbėt kaimą atliekant vis naujus darbus!
13:30
Revas ir ratuotieji H1:E8
13:55
Septyni nykštukai ir aš H1:E8
Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
14:20
Kosminiai bičiuliai H1:E45
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
14:35
Kosminiai bičiuliai H1:E46
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
14:50
Nykstantys H1:E8
Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
15:15
LEGO Nindžago: Drakonų sukilimas H1:E11
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
15:40
Galingieji reindžeriai. Dinozaurų super įkrova H2:E6
Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
16:05
Berniukas, mergaite ir draugai H1:E38
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
16:20
Berniukas, mergaite ir draugai H1:E39
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
16:35
Iššūkių sala H1:E10
17:00
Džesė H3:E11
Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
17:25
Stovyklautojai H2:E4
17:50
Barbė. Magijos galia H1:E11
18:15
Polė Poket H4:E3
Kai vienuolikmetė Polė Poket ir jos draugai išmoksta naudoti "sumažinimo galią", jie susiduria su dideliais iššūkiais ir patiria dar šaunesnių nuotykių!
18:30
Transformeriai. Kibervisata H2:E9
18:45
Transformeriai. Kibervisata H2:E10
18:55
LEGO Nindžago: Drakonų sukilimas* H1:E11
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
19:20
Galingieji reindžeriai. Dinozaurų super įkrova* H2:E6
Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
19:45
Berniukas, mergaite ir draugai* H1:E38
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
20:00
Berniukas, mergaite ir draugai* H1:E39
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
20:15
Iššūkių sala* H1:E10
20:40
Džesė* H3:E11
Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
21:05
Stovyklautojai* H2:E4
21:30
Barbė. Magijos galia* H1:E11
21:55
Nykstantys* H1:E8
Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
22:20
Iššūkių sala* H1:E10
22:45
Kosminiai bičiuliai* H1:E45
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
23:00
Kosminiai bičiuliai* H1:E46
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
23:15
Polė Poket* H4:E3
Kai vienuolikmetė Polė Poket ir jos draugai išmoksta naudoti "sumažinimo galią", jie susiduria su dideliais iššūkiais ir patiria dar šaunesnių nuotykių!
23:30
Kidz Megamix
Trokštamiausi, ieškomiausi, naujausi muzikiniai vaizdo klipai paaugliams gerbėjams.

2023-11-03 - Penktadienis

06:10
Rainbow High H1:E15
06:15
Rainbow High H1:E16
06:25
L.O.L. Surprise! House of Surprises H1:E8
06:35
Mano mažasis ponis: stebuklinga draugystė H1:E22
Sulaukusi perspėjimo dėl baisios pranašystės, Princesė Celestia išsiunčia pernelyg daug besimokančią Sutemų Kibirkštį į Ponių miestą prižiūrėti pasiruošimą Vasaros Saulės šventei ir "susirasti draugų".
07:00
Transformeriai. Kibervisata* H2:E9
07:15
Transformeriai. Kibervisata* H2:E10
07:25
Berniukas, mergaite ir draugai* H1:E38
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
07:40
Berniukas, mergaite ir draugai* H1:E39
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
07:55
LEGO Nindžago: Drakonų sukilimas* H1:E11
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
08:20
Stovyklautojai* H2:E4
08:45
Džesė* H3:E11
Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
09:10
Barbė. Magijos galia* H1:E11
09:35
Rainbow High* H1:E14
09:42
Rainbow High* H1:E13
09:50
L.O.L. Surprise! House of Surprises* H1:E7
10:00
Septyni nykštukai ir aš* H1:E8
Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
10:25
LEGO Nindžago: Drakonų sukilimas* H1:E11
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
10:50
Nykstantys* H1:E8
Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
11:15
Galingieji reindžeriai. Dinozaurų super įkrova* H2:E6
Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
11:40
Kosminiai bičiuliai* H1:E45
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
11:55
Kosminiai bičiuliai* H1:E46
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
12:10
Septyni nykštukai ir aš* H1:E8
Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
12:35
Mano mažasis ponis: stebuklinga draugystė* H1:E22
Sulaukusi perspėjimo dėl baisios pranašystės, Princesė Celestia išsiunčia pernelyg daug besimokančią Sutemų Kibirkštį į Ponių miestą prižiūrėti pasiruošimą Vasaros Saulės šventei ir "susirasti draugų".
13:00
Vaivorykšte Rube H2:E51
Vaivorykštė Rubė – tai pasakojimas apie drąsią, išradingą mergaitę, kuri magiškai geba persikelt į Vaivorykštės kaimą. Vaivorykštės kaimas – mįslinga ir neįprasta vieta, kurioje gyvena Rubės žaislai, o jai kasdien tenka gelbėt kaimą atliekant vis naujus darbus!
13:15
Vaivorykšte Rube H2:E52
Vaivorykštė Rubė – tai pasakojimas apie drąsią, išradingą mergaitę, kuri magiškai geba persikelt į Vaivorykštės kaimą. Vaivorykštės kaimas – mįslinga ir neįprasta vieta, kurioje gyvena Rubės žaislai, o jai kasdien tenka gelbėt kaimą atliekant vis naujus darbus!
13:30
Revas ir ratuotieji H1:E9
13:55
Septyni nykštukai ir aš H1:E9
Maža mergaitė sužino, kad yra šiuolaikinė Snieguolės palikuonė, o septyni nykštukai atvyksta į jos namus užmiestyje tapti jos angelais sargais.
14:20
Kosminiai bičiuliai H1:E47
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
14:35
Kosminiai bičiuliai H1:E48
"Kosminiai bičiuliai" - pasakojimas apie tris geriausius draugus - Alisą, Leo ir Kim, kurie gali atrodyti kaip paprasti žmonių vaikai, tačiau iš tiesų po apgaulinga išore slypi riziką mėgstantys tolimojo kosmoso bičiuliai!
14:50
Nykstantys H1:E9
Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
15:15
LEGO Nindžago: Drakonų sukilimas H1:E12
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
15:40
Galingieji reindžeriai. Dinozaurų super įkrova H2:E7
Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
16:05
Berniukas, mergaite ir draugai H1:E40
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
16:20
Berniukas, mergaite ir draugai H1:E41
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
16:35
Iššūkių sala H1:E11
17:00
Džesė H3:E12
Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
17:25
Stovyklautojai H2:E5
17:50
Barbė. Magijos galia H1:E12
18:15
Polė Poket H4:E4
Kai vienuolikmetė Polė Poket ir jos draugai išmoksta naudoti "sumažinimo galią", jie susiduria su dideliais iššūkiais ir patiria dar šaunesnių nuotykių!
18:30
Transformeriai. Kibervisata H2:E11
18:45
Transformeriai. Kibervisata H2:E12
18:55
LEGO Nindžago: Drakonų sukilimas* H1:E12
Spindžitsu nindzių meistras turi apmokyti naują karių kartą, kad ši padėtų surasti Stichijų drakonus, galinčius išgelbėti planetą, kol blogio jėgos, pasinaudodamos ta pačia drakonų energija, nesunaikino šio naujo pasaulio.
19:20
Galingieji reindžeriai. Dinozaurų super įkrova* H2:E7
Priešistoriniais laikais ateivis dešimtį galingų Energemų patikėjo dešimčiai dinozaurų, o šie netrukus išnyko. Dabar tarpgalaktinis premijų medžiotojas siekia susigrąžinti Energemus ir sunaikinti Žemę.
19:45
Berniukas, mergaite ir draugai* H1:E40
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
20:00
Berniukas, mergaite ir draugai* H1:E41
Animaciniame seriale pasakojama apie paprastos šeimos nuotykius: berniuką, mergaitę, šunį, katę, pelę ir.... hm... sūrio gabalą, kurie gyvena kaip šeima po vienu stogu. Kas gali nutikti ne taip?
20:15
Iššūkių sala* H1:E11
20:40
Džesė* H3:E12
Nepaprastai juokingas serialas apie teksasietę, kuri atsikrausto į Niujorką siekti savo svajonių, tačiau tampa garsių tėvų keturių vaikų aukle.
21:05
Stovyklautojai* H2:E5
21:30
Barbė. Magijos galia* H1:E12
21:55
Nykstantys* H1:E9
Nykstantys - tai įkvepianti istorija apie keturis globos namuose gyvenančius paauglius, kurie pastebi, kad visatoje jie nėra vieni, nors kartais gali pasirodyti, kad yra vieniši.
22:20
Iššūkių sala* H1:E11
22:45
