17:05 Galaktikos gelbėtojai (Galaxy Quest). Komedija, nuotykių. JAV, 1999
18:45 Žvaigždžių kelias: atpildas (Star Trek: Nemesis). Trileris, nuotykių, veiksmo. JAV, 2002
20:35 Užraktas (Shutter). Trileris, mistinis, siaubo. JAV, Japonija, Tailandas, 2008
22:00 Paranormalūs reiškiniai 4 (Paranormal Activity 4). Trileris, siaubo. JAV, 2012
23:25 Ištrūkęs Džango (Django Unchained). Vesternas, drama, komedija. JAV, 2012

2026-01-04 - Sekmadienis
02:05 Juodoji skylė (Event Horizon). Trileris, siaubo. JAV, Anglija, Kanada, 1997
03:40 Nesuvestos sąskaitos (A Score to Settle). Trileris, drama, kriminalinis. JAV, Kanada, 2019
05:50 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
07:55 Kopos (Dune). Nuotykių, veiksmo. JAV, Meksika, 1984
10:05 Išdavikas (Traitor). Trileris, drama, kriminalinis. JAV, 2008
11:55 Klientas (The Client). Trileris, mistinis, drama. JAV, 1994
13:55 Griaustinio dienos (Days of Thunder). Drama, veiksmo. JAV, 1990
15:40 Laikrodžių stabdytojai (Clockstoppers). Trileris, komedija, nuotykių. JAV, 2002
17:15 Gilus sukrėtimas (Deep Impact). Trileris, melodrama, drama. JAV, 1998
19:10 Nekviesti svečiai (The Uninvited). Trileris, mistinis, siaubo. JAV, Kanada, Vokietija, 2009
20:35 Blogas poelgis (No Good Deed). Trileris, siaubo, drama. JAV, 2014
22:00 Paranormalūs reiškiniai. Vaiduoklio dimensija (Paranormal Activity: The Ghost Dimension). Trileris, mistinis, siaubo. JAV, 2015
23:25 Helovinas (Rob Zombie's Halloween). Siaubo. JAV, 2007

2026-01-05 - Pirmadienis
01:15 Tikras išbandymas (True Grit). Vesternas, drama, nuotykių. JAV, 2010
03:00 Amerikos psichopatė 2 (American Psycho II: All American Girl). Trileris, siaubo. JAV, Kanada, 2002
04:50 Nauja duktė (The New Daughter). Trileris, siaubo. JAV, 2009
06:35 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
08:10 Klientas (The Client). Trileris, mistinis, drama. JAV, 1994
10:05 Avangardas (Vanguard). Kriminalinis, komedija, nuotykių. Kinija, Hong Kongas, Indija, Pietų koreja, Taivanas, Anglija, 2020
11:45 Laikrodžių stabdytojai (Clockstoppers). Trileris, komedija, nuotykių. JAV, 2002
13:25 Galaktikos gelbėtojai (Galaxy Quest). Komedija, nuotykių. JAV, 1999
15:00 Sakalo akis (Eagle Eye). Trileris, mistinis, veiksmo. JAV, 2008
16:55 Sveiki atvykę į praeitį! (Project Almanac). Trileris, mistinis, drama. JAV, 2015
18:40 Paranoja (Disturbia). Trileris, mistinis, drama. JAV, 2007
20:20 Rūkas (The Fog). Mistinis, siaubo. JAV, Kanada, 2005
22:00 Paranormalūs reiškiniai 5 (Paranormal Activity: The Marked Ones). Trileris, mistinis, siaubo. JAV, 2014
23:20 Helovinas 2 (Halloween II). Siaubo. JAV, 2009

2026-01-06 - Antradienis
01:05 Tylos zona (A Quiet Place). Trileris, siaubo, drama. JAV, 2018
02:35 Blogas policininkas (The Bad Lieutenant: Port of Call New Orleans). Mistinis, drama, kriminalinis. JAV, 2009
05:05 Svaiginantis aukštis (Fall). Trileris, veiksmo. JAV, Anglija, 2022
06:50 Laikrodžių stabdytojai (Clockstoppers). Trileris, komedija, nuotykių. JAV, 2002
08:25 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
10:30 Sakalo akis (Eagle Eye). Trileris, mistinis, veiksmo. JAV, 2008
12:25 Gilus sukrėtimas (Deep Impact). Trileris, melodrama, drama. JAV, 1998
14:20 Žvaigždžių kelias: atpildas (Star Trek: Nemesis). Trileris, nuotykių, veiksmo. JAV, 2002
16:15 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
18:20 Avangardas (Vanguard). Kriminalinis, komedija, nuotykių. Kinija, Hong Kongas, Indija, Pietų koreja, Taivanas, Anglija, 2020
20:00 Suvokimas (Knowing). Trileris, mistinis, drama. JAV, Anglija, Australija, 2009
22:00 Nuo sutemų iki aušros (From Dusk Till Dawn). Siaubo, kriminalinis, veiksmo. JAV, Meksika, 1996
23:45 Lok, stauk arba šauk (Lock, Stock and Two Smoking Barrels). Kriminalinis, komedija, veiksmo. Anglija, 1998

2026-01-07 - Trečiadienis
01:30 Paranormalūs reiškiniai 2 (Paranormal Activity 2). Mistinis, siaubo. JAV, 2010
03:00 Alfa gauja (Alpha Dog). Trileris, drama, kriminalinis. JAV, Vokietija, 2006
05:15 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
07:20 Sakalo akis (Eagle Eye). Trileris, mistinis, veiksmo. JAV, 2008
09:15 Aeon Flux. Trileris, kriminalinis, nuotykių. JAV, Vokietija, Brazilija, Italija, 2005
10:45 Žvaigždžių kelias: atpildas (Star Trek: Nemesis). Trileris, nuotykių, veiksmo. JAV, 2002
12:40 Sveiki atvykę į praeitį! (Project Almanac). Trileris, mistinis, drama. JAV, 2015
14:20 Nekviesti svečiai (The Uninvited). Trileris, mistinis, siaubo. JAV, Kanada, Vokietija, 2009
15:45 Pavojinga tiesa (Abduction). Trileris, mistinis, veiksmo. JAV, 2011
17:30 Pabėgusi žiuri (Runaway Jury). Trileris, drama, kriminalinis. JAV, 2003
19:35 Nekviesti svečiai (The Uninvited). Trileris, mistinis, siaubo. JAV, Kanada, Vokietija, 2009
21:00 Naktinis reisas (Red Eye). Trileris, mistinis, veiksmo. JAV, 2005
22:25 Mirties nuosprendis (Death Sentence). Trileris, drama, kriminalinis. JAV, 2007

2026-01-08 - Ketvirtadienis
00:05 Paranormalūs reiškiniai 3 (Paranormal Activity 3). Trileris, mistinis, siaubo. JAV, 2011
01:30 Helovinas (Rob Zombie's Halloween). Siaubo. JAV, 2007
03:15 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
05:10 Griaustinio garsas (A Sound of Thunder). Trileris, siaubo, nuotykių. JAV, Čekija, Anglija, Vokietija, 2005
06:45 Avangardas (Vanguard). Kriminalinis, komedija, nuotykių. Kinija, Hong Kongas, Indija, Pietų koreja, Taivanas, Anglija, 2020
08:30 Žvaigždžių kelias: atpildas (Star Trek: Nemesis). Trileris, nuotykių, veiksmo. JAV, 2002
10:20 Griaustinio dienos (Days of Thunder). Drama, veiksmo. JAV, 1990
12:05 Nekviesti svečiai (The Uninvited). Trileris, mistinis, siaubo. JAV, Kanada, Vokietija, 2009
13:30 Svaiginantis aukštis (Fall). Trileris, veiksmo. JAV, Anglija, 2022
15:15 Paranoja (Disturbia). Trileris, mistinis, drama. JAV, 2007
16:55 Žudikų brolija (Assassin's Creed). Fantastinis, nuotykių, veiksmo. JAV, Prancūzija, Anglija, Hong Kongas, Taivanas, Malta, Ispanija, Kanada, 2016
18:50 Elektra. Veiksmo, fantastinis, kriminalinis. JAV, Kanada, Šveicarija, 2005
20:25 Nebylios dvasios (The Quiet Ones). Trileris, siaubo. JAV, Anglija, 2014
22:00 Tikrasis Amitivilio siaubas (The Amityville Horror). Mistinis, siaubo, drama. JAV, 2005
23:25 Adrenalinas 2: Aukšta įtampa (Crank 2: High Voltage). Trileris, kriminalinis, veiksmo. JAV, 2009

2026-01-09 - Penktadienis
01:00 Paranormalūs reiškiniai 4 (Paranormal Activity 4). Trileris, siaubo. JAV, 2012
02:25 Helovinas 2 (Halloween II). Siaubo. JAV, 2009
04:35 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
06:40 Griaustinio garsas (A Sound of Thunder). Trileris, siaubo, nuotykių. JAV, Čekija, Anglija, Vokietija, 2005
08:15 Nekviesti svečiai (The Uninvited). Trileris, mistinis, siaubo. JAV, Kanada, Vokietija, 2009
09:45 Galaktikos gelbėtojai (Galaxy Quest). Komedija, nuotykių. JAV, 1999
11:20 Paranoja (Disturbia). Trileris, mistinis, drama. JAV, 2007
13:05 Pavojinga tiesa (Abduction). Trileris, mistinis, veiksmo. JAV, 2011
14:45 Avangardas (Vanguard). Kriminalinis, komedija, nuotykių. Kinija, Hong Kongas, Indija, Pietų koreja, Taivanas, Anglija, 2020
16:30 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
18:00 Klientas (The Client). Trileris, mistinis, drama. JAV, 1994
20:00 Užraktas (Shutter). Trileris, mistinis, siaubo. JAV, Japonija, Tailandas, 2008
21:25 Šėtonas manyje (The Devil Inside). Siaubo. JAV, 2012
22:45 Miestas prie jūros (City by the Sea). Trileris, mistinis, drama. JAV, 2002

2026-01-10 - Šeštadienis
00:35 Paranormalūs reiškiniai. Vaiduoklio dimensija (Paranormal Activity: The Ghost Dimension). Trileris, mistinis, siaubo. JAV, 2015
02:00 Lok, stauk arba šauk (Lock, Stock and Two Smoking Barrels). Kriminalinis, komedija, veiksmo. Anglija, 1998
04:05 Nauja duktė (The New Daughter). Trileris, siaubo. JAV, 2009
05:50 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
07:55 Paranoja (Disturbia). Trileris, mistinis, drama. JAV, 2007
09:35 Gilus sukrėtimas (Deep Impact). Trileris, melodrama, drama. JAV, 1998
11:35 Avangardas (Vanguard). Kriminalinis, komedija, nuotykių. Kinija, Hong Kongas, Indija, Pietų koreja, Taivanas, Anglija, 2020
13:15 Žudikų brolija (Assassin's Creed). Fantastinis, nuotykių, veiksmo. JAV, Prancūzija, Anglija, Hong Kongas, Taivanas, Malta, Ispanija, Kanada, 2016
15:05 Pabėgusi žiuri (Runaway Jury). Trileris, drama, kriminalinis. JAV, 2003
17:10 Muškietininkas (The Musketeer). Melodrama, nuotykių, veiksmo. Vokietija, Liuksemburgas, Anglija, JAV, 2001
18:50 Sargybinis (The Sentinel). Trileris, kriminalinis, veiksmo. JAV, 2006
20:35 Blogas poelgis (No Good Deed). Trileris, siaubo, drama. JAV, 2014
22:00 Mandžiūrijos kandidatas (The Manchurian Candidate). Trileris. JAV, 2004

2026-01-11 - Sekmadienis
00:05 Kovos klubas (Fight Club). Trileris, drama, kriminalinis. JAV, Vokietija, 1999
02:20 Paranormalūs reiškiniai 5 (Paranormal Activity: The Marked Ones). Trileris, mistinis, siaubo. JAV, 2014
03:45 Įsibrovimas (Trespass). Trileris, drama, kriminalinis. JAV, Bulgarija, 2011
05:30 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
07:05 Griaustinio garsas (A Sound of Thunder). Trileris, siaubo, nuotykių. JAV, Čekija, Anglija, Vokietija, 2005
08:45 Avangardas (Vanguard). Kriminalinis, komedija, nuotykių. Kinija, Hong Kongas, Indija, Pietų koreja, Taivanas, Anglija, 2020
10:25 Sveiki atvykę į praeitį! (Project Almanac). Trileris, mistinis, drama. JAV, 2015
12:05 Muškietininkas (The Musketeer). Melodrama, nuotykių, veiksmo. Vokietija, Liuksemburgas, Anglija, JAV, 2001
13:50 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
15:25 Elektra. Veiksmo, fantastinis, kriminalinis. JAV, Kanada, Šveicarija, 2005
16:55 Vėžliukai nindzės (Teenage Mutant Ninja Turtles). Fantastinis, komedija, animacinis. JAV, Hong Kongas, 2007
18:20 Ad Astra. Trileris, mistinis, drama. JAV, Kinija, Brazilija, 2019
20:20 Rūkas (The Fog). Mistinis, siaubo. JAV, Kanada, 2005
22:00 Šaftas (Shaft). Trileris, kriminalinis, veiksmo. JAV, 2000
23:35 Paprastas kraujas (Blood Simple). Trileris, drama, kriminalinis. JAV, 1984

2026-01-12 - Pirmadienis
01:10 Nuo sutemų iki aušros (From Dusk Till Dawn). Siaubo, kriminalinis, veiksmo. JAV, Meksika, 1996
02:55 Adrenalinas 2: Aukšta įtampa (Crank 2: High Voltage). Trileris, kriminalinis, veiksmo. JAV, 2009
04:35 Griaustinio garsas (A Sound of Thunder). Trileris, siaubo, nuotykių. JAV, Čekija, Anglija, Vokietija, 2005
06:15 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
07:50 Nauja duktė (The New Daughter). Trileris, siaubo. JAV, 2009
09:35 Svaiginantis aukštis (Fall). Trileris, veiksmo. JAV, Anglija, 2022
11:20 Elektra. Veiksmo, fantastinis, kriminalinis. JAV, Kanada, Šveicarija, 2005
12:55 Muškietininkas (The Musketeer). Melodrama, nuotykių, veiksmo. Vokietija, Liuksemburgas, Anglija, JAV, 2001
14:35 Klientas (The Client). Trileris, mistinis, drama. JAV, 1994
16:30 Anakonda (Anaconda). Trileris, siaubo, nuotykių. JAV, Brazilija, Peru, 1997
18:00 Futbolo gauja (Gridiron Gang). Drama, kriminalinis, biografinis. JAV, 2006
20:00 Suvokimas (Knowing). Trileris, mistinis, drama. JAV, Anglija, Australija, 2009
22:00 Nuodėmių miestas (Sin City). Trileris, kriminalinis. JAV, 2005

2026-01-13 - Antradienis
00:00 Barbaras (Barbarian). Trileris, siaubo. JAV, Bulgarija, 2022
01:40 Naktinis reisas (Red Eye). Trileris, mistinis, veiksmo. JAV, 2005
03:05 Nuodėmių miestas 2 (Sin City 2: A Dame to Kill For). Trileris, kriminalinis, veiksmo. JAV, 2014
04:45 Avangardas (Vanguard). Kriminalinis, komedija, nuotykių. Kinija, Hong Kongas, Indija, Pietų koreja, Taivanas, Anglija, 2020
06:30 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
08:00 Elektra. Veiksmo, fantastinis, kriminalinis. JAV, Kanada, Šveicarija, 2005
09:35 Pavojinga tiesa (Abduction). Trileris, mistinis, veiksmo. JAV, 2011
11:20 Klientas (The Client). Trileris, mistinis, drama. JAV, 1994
13:15 Vėžliukai nindzės (Teenage Mutant Ninja Turtles). Fantastinis, komedija, animacinis. JAV, Hong Kongas, 2007
14:40 Sargybinis (The Sentinel). Trileris, kriminalinis, veiksmo. JAV, 2006
16:25 Tikroji padėtis (State of Play). Trileris, mistinis, drama. JAV, Anglija, Prancūzija, 2009
18:30 Užmiršti (The Forgotten). Trileris, mistinis, drama. JAV, 2004
20:00 Vilkolakiai (Cursed). Siaubo, komedija. JAV, Vokietija, 2005
21:35 Mokytojai ateiviai (The Faculty). Trileris, siaubo, komedija. JAV, Meksika, 1998
23:15 Teroro planeta (Planet Terror). Trileris, siaubo, fantastinis. JAV, Meksika, 2007

2026-01-14 - Trečiadienis
01:00 Tikrasis Amitivilio siaubas (The Amityville Horror). Mistinis, siaubo, drama. JAV, 2005
02:25 Kovos klubas (Fight Club). Trileris, drama, kriminalinis. JAV, Vokietija, 1999
04:55 Griaustinio garsas (A Sound of Thunder). Trileris, siaubo, nuotykių. JAV, Čekija, Anglija, Vokietija, 2005
06:30 Muškietininkas (The Musketeer). Melodrama, nuotykių, veiksmo. Vokietija, Liuksemburgas, Anglija, JAV, 2001
08:15 Klientas (The Client). Trileris, mistinis, drama. JAV, 1994
10:10 Žudikų brolija (Assassin's Creed). Fantastinis, nuotykių, veiksmo. JAV, Prancūzija, Anglija, Hong Kongas, Taivanas, Malta, Ispanija, Kanada, 2016
12:05 Sargybinis (The Sentinel). Trileris, kriminalinis, veiksmo. JAV, 2006
13:50 Anakonda (Anaconda). Trileris, siaubo, nuotykių. JAV, Brazilija, Peru, 1997
15:15 Ad Astra. Trileris, mistinis, drama. JAV, Kinija, Brazilija, 2019
17:15 Drugelis (Le Papillon). Drama, komedija, nuotykių. Prancūzija, 2002
18:40 Anakonda 2. Kruvinosios orchidėjos beieškant (Anacondas: The Hunt for the Blood Orchid). Trileris, siaubo, nuotykių. JAV, Australija, 2004
20:10 Nepageidaujamas kaimynas (Lakeview Terrace). Trileris, drama, kriminalinis. JAV, 2008
22:00 Skambutis (The Ring). Mistinis, siaubo. JAV, Japonija, 2002
23:50 Mirties įrodymas (Death Proof). Trileris, veiksmo. JAV, 2007

2026-01-15 - Ketvirtadienis
01:40 Šėtonas manyje (The Devil Inside). Siaubo. JAV, 2012
03:05 Paprastas kraujas (Blood Simple). Trileris, drama, kriminalinis. JAV, 1984
05:00 Sargybinis (The Sentinel). Trileris, kriminalinis, veiksmo. JAV, 2006
06:45 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
08:50 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
10:25 Ad Astra. Trileris, mistinis, drama. JAV, Kinija, Brazilija, 2019
12:20 Tikroji padėtis (State of Play). Trileris, mistinis, drama. JAV, Anglija, Prancūzija, 2009
14:25 Futbolo gauja (Gridiron Gang). Drama, kriminalinis, biografinis. JAV, 2006
16:25 Godzila (Godzilla). Trileris, veiksmo. JAV, Japonija, 1998
18:40 Fantazijos viršūnė: Sudvasintieji (Final Fantasy: The Spirits Within). Melodrama, fantastinis, animacinis. Japonija, JAV, 2001
20:25 Akis (The Eye). Trileris, mistinis, siaubo. JAV, Kanada, 2008
22:00 Klyksmas (Scream). Mistinis, siaubo, fantastinis. JAV, 1996
23:50 Kruvinoji Valentino naktis (My Bloody Valentine). Trileris, mistinis, siaubo. Kanada, JAV, 2009

2026-01-16 - Penktadienis
01:25 Mandžiūrijos kandidatas (The Manchurian Candidate). Trileris. JAV, 2004
03:30 Nauja duktė (The New Daughter). Trileris, siaubo. JAV, 2009
07:25 Ad Astra. Trileris, mistinis, drama. JAV, Kinija, Brazilija, 2019
09:25 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
11:30 Futbolo gauja (Gridiron Gang). Drama, kriminalinis, biografinis. JAV, 2006
13:30 Drugelis (Le Papillon). Drama, komedija, nuotykių. Prancūzija, 2002
14:55 Užmiršti (The Forgotten). Trileris, mistinis, drama. JAV, 2004
16:20 Svaiginantis aukštis (Fall). Trileris, veiksmo. JAV, Anglija, 2022
18:05 Kopos (Dune). Nuotykių, veiksmo. JAV, Meksika, 1984
20:20 Drąsiaširdis (Daredevil). Kriminalinis, veiksmo. JAV, Šveicarija, 2003
22:00 Klyksmas: antroji dalis (Scream 2). Mistinis, siaubo. JAV, 1997
23:55 Senis (Oldboy). Trileris, mistinis, drama. JAV, 2013

2026-01-17 - Šeštadienis
01:40 Šaftas (Shaft). Trileris, kriminalinis, veiksmo. JAV, 2000
03:15 Svaiginantis aukštis (Fall). Trileris, veiksmo. JAV, Anglija, 2022
05:35 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
07:40 Futbolo gauja (Gridiron Gang). Drama, kriminalinis, biografinis. JAV, 2006
09:45 Vėžliukai nindzės (Teenage Mutant Ninja Turtles). Fantastinis, komedija, animacinis. JAV, Hong Kongas, 2007
11:10 Užmiršti (The Forgotten). Trileris, mistinis, drama. JAV, 2004
12:40 Godzila (Godzilla). Trileris, veiksmo. JAV, Japonija, 1998
14:55 Anakonda 2. Kruvinosios orchidėjos beieškant (Anacondas: The Hunt for the Blood Orchid). Trileris, siaubo, nuotykių. JAV, Australija, 2004
16:25 Holivudo žmogžudysčių skyrius (Hollywood Homicide). Kriminalinis, komedija, veiksmo. JAV, 2003
18:20 Atvykimas (The Arrival). Trileris, mistinis. JAV, Meksika, 1996
20:10 Tikras išbandymas (True Grit). Vesternas, drama, nuotykių. JAV, 2010
22:00 Klyksmas. 3-ioji dalis (Scream 3). Trileris, mistinis, siaubo. JAV, 2000
23:55 Mirčių kolekcionierius (See No Evil). Trileris, siaubo, veiksmo. JAV, Australija, 2006

2026-01-18 - Sekmadienis
01:15 Nuodėmių miestas (Sin City). Trileris, kriminalinis. JAV, 2005
03:15 Įsibrovimas (Trespass). Trileris, drama, kriminalinis. JAV, Bulgarija, 2011
04:50 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
06:20 Griaustinio garsas (A Sound of Thunder). Trileris, siaubo, nuotykių. JAV, Čekija, Anglija, Vokietija, 2005
08:00 Užmiršti (The Forgotten). Trileris, mistinis, drama. JAV, 2004
09:30 Anakonda (Anaconda). Trileris, siaubo, nuotykių. JAV, Brazilija, Peru, 1997
10:55 Anakonda 2. Kruvinosios orchidėjos beieškant (Anacondas: The Hunt for the Blood Orchid). Trileris, siaubo, nuotykių. JAV, Australija, 2004
12:30 Svaiginantis aukštis (Fall). Trileris, veiksmo. JAV, Anglija, 2022
14:15 Fantazijos viršūnė: Sudvasintieji (Final Fantasy: The Spirits Within). Melodrama, fantastinis, animacinis. Japonija, JAV, 2001
16:00 Nauja duktė (The New Daughter). Trileris, siaubo. JAV, 2009
17:45 Karatė vaikis (The Karate Kid). Visai šeimai, drama, veiksmo. JAV, Kinija, 2010
20:00 Kai skambina nepažįstamasis (When a Stranger Calls). Trileris, siaubo. JAV, 2006
21:25 Sunaikinimas (Annihilation). Trileris, siaubo, drama. Anglija, JAV, 2018
23:15 Norų šeimininkas (Wishmaster). Siaubo, fantastinis. JAV, 1997

2026-01-19 - Pirmadienis
00:45 Mokytojai ateiviai (The Faculty). Trileris, siaubo, komedija. JAV, Meksika, 1998
02:25 Kruvinoji Valentino naktis (My Bloody Valentine). Trileris, mistinis, siaubo. Kanada, JAV, 2009
04:30 Svaiginantis aukštis (Fall). Trileris, veiksmo. JAV, Anglija, 2022
06:15 Išlikimas (Survivor). Trileris, kriminalinis, veiksmo. JAV, Anglija, 2015
07:50 Anakonda 2. Kruvinosios orchidėjos beieškant (Anacondas: The Hunt for the Blood Orchid). Trileris, siaubo, nuotykių. JAV, Australija, 2004
09:25 Tikroji padėtis (State of Play). Trileris, mistinis, drama. JAV, Anglija, Prancūzija, 2009
11:25 Fantazijos viršūnė: Sudvasintieji (Final Fantasy: The Spirits Within). Melodrama, fantastinis, animacinis. Japonija, JAV, 2001
13:10 Holivudo žmogžudysčių skyrius (Hollywood Homicide). Kriminalinis, komedija, veiksmo. JAV, 2003
15:05 Kopos (Dune). Nuotykių, veiksmo. JAV, Meksika, 1984
17:15 Dogtauno ekstremalai (Lords of Dogtown). Drama, biografinis. JAV, Vokietija, 2005
19:00 Kunigas (Priest). Trileris, siaubo, fantastinis. JAV, 2011
20:25 Vilkolakiai (Cursed). Siaubo, komedija. JAV, Vokietija, 2005
22:00 Juodasis lietus (Black Rain). Trileris, drama, kriminalinis. JAV, 1989

2026-01-20 - Antradienis
00:00 Atgaila (The Enforcer). Trileris, kriminalinis, veiksmo. JAV, 2022
01:30 Skambutis (The Ring). Mistinis, siaubo. JAV, Japonija, 2002
03:20 Senis (Oldboy). Trileris, mistinis, drama. JAV, 2013
05:20 Baltasis škvalas (White Squall). Drama, kataklizmų, nuotykių. Anglija, JAV, 1996
07:25 Godzila (Godzilla). Trileris, veiksmo. JAV, Japonija, 1998
09:40 Drugelis (Le Papillon). Drama, komedija, nuotykių. Prancūzija, 2002
11:00 Kopos (Dune). Nuotykių, veiksmo. JAV, Meksika, 1984
13:15 Nauja duktė (The New Daughter). Trileris, siaubo. JAV, 2009
15:00 Atvykimas (The Arrival). Trileris, mistinis. JAV, Meksika, 1996
16:50 Paslaptingas langas (Secret Window). Trileris, mistinis, drama. JAV, 2004
18:25 Sutartis su šetonu (The Covenant). Trileris, siaubo, fantastinis. JAV, Kanada, 2006
20:00 Nepageidaujamas kaimynas (Lakeview Terrace). Trileris, drama, kriminalinis. JAV, 2008
21:45 Broliai (Four Brothers). Trileris, drama, kriminalinis. JAV, 2005
23:35 Kitas pasaulis. Vilkolakių prisikėlimas (Underworld: Rise of the Lycans). Trileris, fantastinis, nuotykių. JAV, Naujoji Zelandija, 2009

2026-01-21 - Trečiadienis
01:00 Klyksmas (Scream). Mistinis, siaubo, fantastinis. JAV, 1996
02:50 Juodasis lietus (Black Rain). Trileris, drama, kriminalinis. JAV, 1989
