1995-01-01 - Sekmadienis
16.00 Vaidybinis filmas „Šeštadienis ir sekmadienis“.
16.20 Rokas.
16.52 Pasaulis šiandien.
17.00 Žmogus ir įstatymas.
17.30 Tuo laiku prieš 50 metų.
17.45 Apie orus.
17.52 Naujienos.
18.00 Bomond.
18.20 TV parduotuvė.
18.25 Anonsai.
18.30 LKL čempionatas. „Neca“ (Kaunas) – „Atletas“ (Kaunas).
20.10 Kibir tele vibir.
20.35 Laikas.
21.00 „Beverli Hilsas, 90210“.
21.55 „Prostitucija Lietuvoje“. II laida.
22.20 „Mis Kaunas-94“.

1995-01-14 - Šeštadienis
9.00 Ryto ratas.
11.00 Lietloto.
11.05 Anonsai.
11.10 Skonis.
11.25 Veidrodis.
12.00 TV parduotuvė.
12.05 „Laukinė rožė“.
12.30 Anonsai.
12.35 „Rusijos didybė ir grožis“. 3 filmas.
13.52 Naujienos.
14.00 Dokumentinis filmas „Vilties šalelė.“
14.20 Grok, armonika.
15.05 Gyvūnijos pasaulyje.
15.50 Breinringas.
16.40 Iki ir po.
17.40 „Vienam gale kablys...“ Laida žvejams ir ne tik jiems.
18.10 Salonas dviem.
18.30 LKL čempionatas. „Olimpas“ (Plungė) – „Atletas“ (Kaunas).
20.10 Kibir tele vibir.
20.30 Laikas.
21.00 Amerikiečių policinis serialas „Žmogžudysčių skyrius“.
21.55 Anonsai.
22.00 Karaoke ir kiti.
22.30 Kaukodromas.
23.05 Amerikiečių detektyvinis filmas „Mirusi auštant“.

1995-01-15 - Sekmadienis
7.20 Olimpinis rytas.
7.50 Sportloto.
8.00 Maratonas 15.
8.30 Iš ryto, ankstėliau.
9.00 Poligonas.
9.30 Kol visi namuose.
10.00 Rytinis paštas.
10.50 Su ženklu ,,Pi''.
11.30 Vaivorykštė.
12.15 Ekonomika ir reformos.
12.45 „Špargalka“.
13.00 Pasaulio geografija.
13.52 Naujienos.
14.00 Pergalės strategija. Dokumentinis filmas.
14.55 Gyvas amatų medis.
15.05 Keliautojų klubas.
16.00 Paryžius-Granada-Dakaras.
16.30 Langas į Europą.
17.00 Naujienos.
17.10 Animacinis serialas.
18.10 Mažieji Rusijos miestai.
18.40 Juoko panorama.
19.30 TV parduotuvė.
19.35 „Flinstounai". 
20.10 Serialas „Beverli Hilsas, 90210“.
21.00 Horoskopas savaitei.
21.05 „Taip. Ne.“ TV žaidimas.
22.00 Sekmadienis.

1995-01-16 - Pirmadienis
7.00 Ryto ratas.
9.00 TV parduotuvė.
9.05 Anonsai.
14.52 Naujienos.
15.00 Žvaigždžių valanda.
15.40 Vaikai vaikams.
15.52 Naujienos.
16.00 Vaikai vaikams. Tęsinys.
16.20 „Elen ir vaikinai“.
16.45 Programa.
16.47 Pasaulis šiandien.
16.55 Visų lūpomis.
17.25 Ledo ritulys. CASK-ASK.
20.00 Laikas.
20.30 Apie orus.
20.35 TV parduotuvė.
20.40 Susitikimas.
21.00 E.Urusova.
21.45 Įvartis.
22.15 Skirta 200-osioms gimimo metinėms.
23.00 Naujienos.
23.10 Muzikinė programa.
23.35 Autošou.
23.52 Spaudos ekspresas.

1995-01-17 - Antradienis
9.00 TV parduotuvė.
9.05 Anonsai.
14.52 Naujienos.
15.00 Koncertas.
15.30 Stebuklingas pasaulis, arba Kinas.
15.52 Naujienos.
16.00 Džemas.
16.20 „Elen ir vaikinai“.
16.52 Pasaulis šiandien.
17.00 Speciali brigada.
17.30 Tuo metu prieš 50 metų.
17.45 Apie orus.
17.52 Naujienos.
18.00 Piko valanda.
18.30 „Laukinė rožė“.
18.55 Mes.
19.40 Muzika.
19.45 TV parduotuvė.
19.50 Anonsai.
20.00 Laikas.
20.30 Apie orus.
20.40 Iš pirmų rankų.
20.50 Auksinis šlageris.
21.35 TV filmas „Paklausyk, Felini...“
22.52 Naujienos.
23.05 Menų pilis.
23.50 Spaudos ekspresas.

1995-01-18 - Trečiadienis
7.00 Ryto ratas.
9.00 TV parduotuvė.
9.05 „Laukinė rožė“.
9.30 Anonsai.
14.52 Naujienos.
15.00 Pažiūrėk, paklausyk...
15.20 Atsakymai.
15.52 Naujienos.
16.00 Tintonik.
16.20 „Elen ir vaikinai“.
16.52 Pasaulis šiandien.
17.00 „Mir“.
17.40 Apie orus.
17.45 Kas yra kas. XX a.
17.52 Naujienos.
18.00 Piko valanda.
18.30 „Laukinė rožė“.
18.55 Kinas.
19.40 Muzika.
19.45 TV parduotuvė.
19.50 Anonsai.
20.00 Laikas.
20.30 Apie orus.
20.40 Monologas.
20.50 Koncertas „Triumfo“ premijos įteikimui.
21.40 Pranašai.
22.10 Krepšinis. Europos klubų čempionatas. CASK-PAOK (Graikija).
22.52 Naujienos.
23.05 Džiazo pasaulyje.

1995-01-19 - Ketvirtadienis
7.00 Ryto ratas.
9.00 TV parduotuvė.
9.05 „Laukinė rožė“.
9.30 Anonsai.
14.52 Naujienos.
15.00 Multitrolija.
15.30 Baliuje pas Pelenę.
15.52 Naujienos.
16.00 Kompiuteris.
16.20 „Elen ir vaikinai“.
16.47 Pasaulis šiandien.
16.55 ...iki 16-likos ir vyresniems.
17.25 Ledo ritulys. CASK-,,Spartakas''.
20.00 Laikas.
20.30 Apie orus.
20.35 „Flinstounai“.
21.00 Salonas dviem.
21.20 TV parduotuvė.
21.25 Anonsai.
21.30 Vaidybinis filmas.
22.52 Naujienos.
23.00 Vaidybinio filmo tęsinys.
23.45 Animacinis filmas suaugusiems.
23.52 Spaudos ekspresas.

1995-01-20 - Penktadienis
7.00 Ryto ratas.
9.00 TV parduotuvė.
9.05 Anonsai.
14.52 Naujienos.
15.00 Vaidybinis filmas „Mažojo Muko nuotykiai“.
16.20 Karaoke ir kiti.
16.50 Kaukodromas.
17.25 TV žaidimas „Taip. Ne“.
18.20 TV parduotuvė.
18.25 Anonsai.
18.30 LKL čempionatas. „Neca“ (Kaunas) – „Lavera“ (Kaunas).
20.10 Kibir tele vibir.
20.30 Laikas.
21.00 „Beverli Hilsas, 90210“.
21.50 02 kronika.
22.10 Videokaukas.

1995-01-21 - Šeštadienis
9.00 Ryto ratas.
11.00 Lietloto.
11.05 Anonsai.
11.10 Muzika.
11.15 Skonis.
11.30 Vaid. filmas „Pirmasis ešalonas“.
13.52 Naujienos.
14.00 24 valandos.
14.30 „Rusijos didybė ir grožis“. IV dalis.
14.55 Žemiečių klubas.
15.50 Gyvūnijos pasaulyje.
16.30 Anonsai.
16.35 „Laukinė Rožė".
17.00 TV parduotuvė.
17.05 Chart Show.
17.55 Muzika.
18.05 Keturi ratai.
18.25 Anonsai.
18.30 LKL čempionatas. „Sakalai“ (Vilnius) – „Šiauliai“ (Šiauliai).
20.10 Kibir tele vibir.
20.30 Anonsai.
20.35 Laikas.
21.10 Serialas „Žmogžudysčių skyrius“.
22.00 „Vieną kartą...“ Humoro laida.
22.25 „Bankrotas“. Valdo Šiauliečio žurnalistinis detektyvas.
22.45 Amerikiečių detektyvas „Melo apsuptyje“.

1995-01-22 - Sekmadienis
7.15 Olimpinis rytas.
7.50 Sportloto.
8.00 Maratonas 15.
8.30 Iš ryto, ankstėliau.
9.00 Poligonas.
9.30 Kol visi namuose.
10.00 Krištolinė kurpaitė.
10.50 Su ženklu ,,Pi".
11.35 Nugalėjimas.
12.05 Ekonomika ir reformos.
12.45 Pasaulio geografija.
13.52 Naujienos.
14.00 Pergalės strategija. Dokumentinis filmas.
15.00 Apsauginis raštas.
15.25 Keliautojų klubas.
16.20 Amerika su M.Tartaruta.
16.50 Naujienos.
17.00 TV locija.
17.15 Animacinis serialas.
18.15 Visa Rusija.
18.40 TV parduotuvė.
18.45 Anonsai.
18.50 Vienam gale kablys... Laida žvejams ir ne tik jiems.
19.20 "Prostitucija Lietuvoje-2".
19.40 „Flinstounai“.
20.05 Serialas „Beverli Hilsas, 90210“.
20.55 Horoskopas savaitei.
21.00 „Taip. Ne.“ TV žaidimas.
21.55 Dviračio šou.
22.15 Sekmadienis.
